,Regione,Tipo Ateneo,Sesso,Corso di laurea,Anno,Value
22108,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2011,19
22109,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2012,20
22110,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2013,0
22111,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2014,0
22112,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2015,0
22113,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2016,0
22114,Trentino Alto Adige / Südtirol,privata,maschi,architettura,2017,0
22115,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2008,29
22116,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2009,36
22117,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2010,28
22118,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2011,30
22119,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2012,34
22120,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2013,0
22121,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2014,0
22122,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2015,0
22123,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2016,0
22124,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2017,0
22125,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2008,29
22126,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2009,36
22127,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2010,28
22128,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2011,30
22129,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2012,34
22130,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2013,0
22131,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2014,0
22132,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2015,0
22133,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2016,0
22134,Trentino Alto Adige / Südtirol,privata,femmine,architettura,2017,0
22245,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2008,17
22246,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2009,13
22247,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2010,26
22248,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2011,19
22249,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2012,20
22250,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2013,0
22251,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2014,0
22252,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2015,0
22253,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2016,0
22254,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2017,0
22255,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2008,17
22256,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2009,13
22257,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2010,26
22258,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2011,19
22259,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2012,20
22260,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2013,0
22261,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2014,0
22262,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2015,0
22263,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2016,0
22264,Provincia Autonoma Bolzano / Bozen,privata,maschi,architettura,2017,0
22265,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2008,29
22266,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2009,36
22267,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2010,28
22268,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2011,30
22269,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2012,34
22270,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2013,0
22271,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2014,0
22272,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2015,0
22273,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2016,0
22274,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2017,0
22275,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2008,29
22276,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2009,36
22277,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2010,28
22278,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2011,30
22279,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2012,34
22280,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2013,0
22281,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2014,0
22282,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2015,0
22283,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2016,0
22284,Provincia Autonoma Bolzano / Bozen,privata,femmine,architettura,2017,0
22365,Provincia Autonoma Trento,pubblica,maschi,architettura,2008,46
22366,Provincia Autonoma Trento,pubblica,maschi,architettura,2009,47
22367,Provincia Autonoma Trento,pubblica,maschi,architettura,2010,49
22368,Provincia Autonoma Trento,pubblica,maschi,architettura,2011,48
22369,Provincia Autonoma Trento,pubblica,maschi,architettura,2012,49
22370,Provincia Autonoma Trento,pubblica,maschi,architettura,2013,51
22371,Provincia Autonoma Trento,pubblica,maschi,architettura,2014,31
22372,Provincia Autonoma Trento,pubblica,maschi,architettura,2015,54
22373,Provincia Autonoma Trento,pubblica,maschi,architettura,2016,34
22374,Provincia Autonoma Trento,pubblica,maschi,architettura,2017,25
22375,Provincia Autonoma Trento,pubblica,maschi,architettura,2008,46
22376,Provincia Autonoma Trento,pubblica,maschi,architettura,2009,47
22377,Provincia Autonoma Trento,pubblica,maschi,architettura,2010,49
22378,Provincia Autonoma Trento,pubblica,maschi,architettura,2011,48
22379,Provincia Autonoma Trento,pubblica,maschi,architettura,2012,49
22380,Provincia Autonoma Trento,pubblica,maschi,architettura,2013,51
22381,Provincia Autonoma Trento,pubblica,maschi,architettura,2014,31
22382,Provincia Autonoma Trento,pubblica,maschi,architettura,2015,54
22383,Provincia Autonoma Trento,pubblica,maschi,architettura,2016,34
22384,Provincia Autonoma Trento,pubblica,maschi,architettura,2017,25
22385,Provincia Autonoma Trento,pubblica,femmine,architettura,2008,39
22386,Provincia Autonoma Trento,pubblica,femmine,architettura,2009,30
22387,Provincia Autonoma Trento,pubblica,femmine,architettura,2010,41
22388,Provincia Autonoma Trento,pubblica,femmine,architettura,2011,38
22389,Provincia Autonoma Trento,pubblica,femmine,architettura,2012,39
22390,Provincia Autonoma Trento,pubblica,femmine,architettura,2013,37
22391,Provincia Autonoma Trento,pubblica,femmine,architettura,2014,37
22392,Provincia Autonoma Trento,pubblica,femmine,architettura,2015,32
22393,Provincia Autonoma Trento,pubblica,femmine,architettura,2016,41
22394,Provincia Autonoma Trento,pubblica,femmine,architettura,2017,21
22395,Provincia Autonoma Trento,pubblica,femmine,architettura,2008,39
22396,Provincia Autonoma Trento,pubblica,femmine,architettura,2009,30
22397,Provincia Autonoma Trento,pubblica,femmine,architettura,2010,41
22398,Provincia Autonoma Trento,pubblica,femmine,architettura,2011,38
22399,Provincia Autonoma Trento,pubblica,femmine,architettura,2012,39
22400,Provincia Autonoma Trento,pubblica,femmine,architettura,2013,37
22401,Provincia Autonoma Trento,pubblica,femmine,architettura,2014,37
22402,Provincia Autonoma Trento,pubblica,femmine,architettura,2015,32
22403,Provincia Autonoma Trento,pubblica,femmine,architettura,2016,41
22404,Provincia Autonoma Trento,pubblica,femmine,architettura,2017,21
22485,Veneto,pubblica,maschi,architettura,2008,528
22486,Veneto,pubblica,maschi,architettura,2009,433
22487,Veneto,pubblica,maschi,architettura,2010,452
22488,Veneto,pubblica,maschi,architettura,2011,430
22489,Veneto,pubblica,maschi,architettura,2012,392
22490,Veneto,pubblica,maschi,architettura,2013,390
22491,Veneto,pubblica,maschi,architettura,2014,378
22492,Veneto,pubblica,maschi,architettura,2015,373
22493,Veneto,pubblica,maschi,architettura,2016,342
22494,Veneto,pubblica,maschi,architettura,2017,284
22495,Veneto,pubblica,maschi,architettura,2009,40
22496,Veneto,pubblica,maschi,architettura,2010,57
22497,Veneto,pubblica,maschi,architettura,2011,48
22498,Veneto,pubblica,maschi,architettura,2012,51
22499,Veneto,pubblica,maschi,architettura,2013,39
22500,Veneto,pubblica,maschi,architettura,2014,34
22501,Veneto,pubblica,maschi,architettura,2015,49
22502,Veneto,pubblica,maschi,architettura,2016,34
22503,Veneto,pubblica,maschi,architettura,2017,33
22504,Veneto,pubblica,maschi,architettura,2008,528
22505,Veneto,pubblica,maschi,architettura,2009,473
22506,Veneto,pubblica,maschi,architettura,2010,509
22507,Veneto,pubblica,maschi,architettura,2011,478
22508,Veneto,pubblica,maschi,architettura,2012,443
22509,Veneto,pubblica,maschi,architettura,2013,429
22510,Veneto,pubblica,maschi,architettura,2014,412
22511,Veneto,pubblica,maschi,architettura,2015,422
22512,Veneto,pubblica,maschi,architettura,2016,376
22513,Veneto,pubblica,maschi,architettura,2017,317
22514,Veneto,pubblica,femmine,architettura,2008,398
22515,Veneto,pubblica,femmine,architettura,2009,369
22516,Veneto,pubblica,femmine,architettura,2010,379
22517,Veneto,pubblica,femmine,architettura,2011,396
22518,Veneto,pubblica,femmine,architettura,2012,386
22519,Veneto,pubblica,femmine,architettura,2013,402
22520,Veneto,pubblica,femmine,architettura,2014,426
22521,Veneto,pubblica,femmine,architettura,2015,433
22522,Veneto,pubblica,femmine,architettura,2016,382
22523,Veneto,pubblica,femmine,architettura,2017,397
22524,Veneto,pubblica,femmine,architettura,2009,42
22525,Veneto,pubblica,femmine,architettura,2010,41
22526,Veneto,pubblica,femmine,architettura,2011,35
22527,Veneto,pubblica,femmine,architettura,2012,31
22528,Veneto,pubblica,femmine,architettura,2013,39
22529,Veneto,pubblica,femmine,architettura,2014,36
22530,Veneto,pubblica,femmine,architettura,2015,35
22531,Veneto,pubblica,femmine,architettura,2016,32
22532,Veneto,pubblica,femmine,architettura,2017,38
22533,Veneto,pubblica,femmine,architettura,2008,398
22534,Veneto,pubblica,femmine,architettura,2009,411
22535,Veneto,pubblica,femmine,architettura,2010,420
22536,Veneto,pubblica,femmine,architettura,2011,431
22537,Veneto,pubblica,femmine,architettura,2012,417
22538,Veneto,pubblica,femmine,architettura,2013,441
22539,Veneto,pubblica,femmine,architettura,2014,462
22540,Veneto,pubblica,femmine,architettura,2015,468
22541,Veneto,pubblica,femmine,architettura,2016,414
22542,Veneto,pubblica,femmine,architettura,2017,435
22659,Friuli-Venezia Giulia,pubblica,maschi,architettura,2008,122
22660,Friuli-Venezia Giulia,pubblica,maschi,architettura,2009,104
22661,Friuli-Venezia Giulia,pubblica,maschi,architettura,2010,111
22662,Friuli-Venezia Giulia,pubblica,maschi,architettura,2011,95
22663,Friuli-Venezia Giulia,pubblica,maschi,architettura,2012,76
22664,Friuli-Venezia Giulia,pubblica,maschi,architettura,2013,56
22665,Friuli-Venezia Giulia,pubblica,maschi,architettura,2014,52
22666,Friuli-Venezia Giulia,pubblica,maschi,architettura,2015,20
22667,Friuli-Venezia Giulia,pubblica,maschi,architettura,2016,19
22668,Friuli-Venezia Giulia,pubblica,maschi,architettura,2017,19
22669,Friuli-Venezia Giulia,pubblica,maschi,architettura,2008,122
22670,Friuli-Venezia Giulia,pubblica,maschi,architettura,2009,104
22671,Friuli-Venezia Giulia,pubblica,maschi,architettura,2010,111
22672,Friuli-Venezia Giulia,pubblica,maschi,architettura,2011,95
22673,Friuli-Venezia Giulia,pubblica,maschi,architettura,2012,76
22674,Friuli-Venezia Giulia,pubblica,maschi,architettura,2013,56
22675,Friuli-Venezia Giulia,pubblica,maschi,architettura,2014,52
22676,Friuli-Venezia Giulia,pubblica,maschi,architettura,2015,41
22677,Friuli-Venezia Giulia,pubblica,maschi,architettura,2016,31
22678,Friuli-Venezia Giulia,pubblica,maschi,architettura,2017,33
22679,Friuli-Venezia Giulia,pubblica,femmine,architettura,2008,130
22680,Friuli-Venezia Giulia,pubblica,femmine,architettura,2009,129
22681,Friuli-Venezia Giulia,pubblica,femmine,architettura,2010,100
22682,Friuli-Venezia Giulia,pubblica,femmine,architettura,2011,102
22683,Friuli-Venezia Giulia,pubblica,femmine,architettura,2012,88
22684,Friuli-Venezia Giulia,pubblica,femmine,architettura,2013,64
22685,Friuli-Venezia Giulia,pubblica,femmine,architettura,2014,52
22686,Friuli-Venezia Giulia,pubblica,femmine,architettura,2015,29
22687,Friuli-Venezia Giulia,pubblica,femmine,architettura,2016,17
22688,Friuli-Venezia Giulia,pubblica,femmine,architettura,2017,29
22689,Friuli-Venezia Giulia,pubblica,femmine,architettura,2008,130
22690,Friuli-Venezia Giulia,pubblica,femmine,architettura,2009,129
22691,Friuli-Venezia Giulia,pubblica,femmine,architettura,2010,100
22692,Friuli-Venezia Giulia,pubblica,femmine,architettura,2011,102
22693,Friuli-Venezia Giulia,pubblica,femmine,architettura,2012,88
22694,Friuli-Venezia Giulia,pubblica,femmine,architettura,2013,64
22695,Friuli-Venezia Giulia,pubblica,femmine,architettura,2014,52
22696,Friuli-Venezia Giulia,pubblica,femmine,architettura,2015,56
22697,Friuli-Venezia Giulia,pubblica,femmine,architettura,2016,39
22698,Friuli-Venezia Giulia,pubblica,femmine,architettura,2017,41
22779,Emilia-Romagna,pubblica,maschi,architettura,2008,245
22780,Emilia-Romagna,pubblica,maschi,architettura,2009,229
22781,Emilia-Romagna,pubblica,maschi,architettura,2010,274
22782,Emilia-Romagna,pubblica,maschi,architettura,2011,228
22783,Emilia-Romagna,pubblica,maschi,architettura,2012,207
22784,Emilia-Romagna,pubblica,maschi,architettura,2013,147
22785,Emilia-Romagna,pubblica,maschi,architettura,2014,123
22786,Emilia-Romagna,pubblica,maschi,architettura,2015,116
22787,Emilia-Romagna,pubblica,maschi,architettura,2016,122
22788,Emilia-Romagna,pubblica,maschi,architettura,2017,121
22789,Emilia-Romagna,pubblica,maschi,architettura,2008,166
22790,Emilia-Romagna,pubblica,maschi,architettura,2009,150
22791,Emilia-Romagna,pubblica,maschi,architettura,2010,152
22792,Emilia-Romagna,pubblica,maschi,architettura,2011,152
22793,Emilia-Romagna,pubblica,maschi,architettura,2012,107
22794,Emilia-Romagna,pubblica,maschi,architettura,2013,110
22795,Emilia-Romagna,pubblica,maschi,architettura,2014,137
22796,Emilia-Romagna,pubblica,maschi,architettura,2015,110
22797,Emilia-Romagna,pubblica,maschi,architettura,2016,92
22798,Emilia-Romagna,pubblica,maschi,architettura,2017,106
22799,Emilia-Romagna,pubblica,maschi,architettura,2008,411
22800,Emilia-Romagna,pubblica,maschi,architettura,2009,379
22801,Emilia-Romagna,pubblica,maschi,architettura,2010,426
22802,Emilia-Romagna,pubblica,maschi,architettura,2011,380
22803,Emilia-Romagna,pubblica,maschi,architettura,2012,314
22804,Emilia-Romagna,pubblica,maschi,architettura,2013,257
22805,Emilia-Romagna,pubblica,maschi,architettura,2014,260
22806,Emilia-Romagna,pubblica,maschi,architettura,2015,226
22807,Emilia-Romagna,pubblica,maschi,architettura,2016,214
22808,Emilia-Romagna,pubblica,maschi,architettura,2017,227
22809,Emilia-Romagna,pubblica,femmine,architettura,2008,249
22810,Emilia-Romagna,pubblica,femmine,architettura,2009,234
22811,Emilia-Romagna,pubblica,femmine,architettura,2010,252
22812,Emilia-Romagna,pubblica,femmine,architettura,2011,243
22813,Emilia-Romagna,pubblica,femmine,architettura,2012,191
22814,Emilia-Romagna,pubblica,femmine,architettura,2013,160
22815,Emilia-Romagna,pubblica,femmine,architettura,2014,141
22816,Emilia-Romagna,pubblica,femmine,architettura,2015,120
22817,Emilia-Romagna,pubblica,femmine,architettura,2016,130
22818,Emilia-Romagna,pubblica,femmine,architettura,2017,165
22819,Emilia-Romagna,pubblica,femmine,architettura,2008,182
22820,Emilia-Romagna,pubblica,femmine,architettura,2009,197
22821,Emilia-Romagna,pubblica,femmine,architettura,2010,190
22822,Emilia-Romagna,pubblica,femmine,architettura,2011,199
22823,Emilia-Romagna,pubblica,femmine,architettura,2012,162
22824,Emilia-Romagna,pubblica,femmine,architettura,2013,154
22825,Emilia-Romagna,pubblica,femmine,architettura,2014,132
22826,Emilia-Romagna,pubblica,femmine,architettura,2015,154
22827,Emilia-Romagna,pubblica,femmine,architettura,2016,172
22828,Emilia-Romagna,pubblica,femmine,architettura,2017,167
22829,Emilia-Romagna,pubblica,femmine,architettura,2008,431
22830,Emilia-Romagna,pubblica,femmine,architettura,2009,431
22831,Emilia-Romagna,pubblica,femmine,architettura,2010,442
22832,Emilia-Romagna,pubblica,femmine,architettura,2011,442
22833,Emilia-Romagna,pubblica,femmine,architettura,2012,353
22834,Emilia-Romagna,pubblica,femmine,architettura,2013,314
22835,Emilia-Romagna,pubblica,femmine,architettura,2014,273
22836,Emilia-Romagna,pubblica,femmine,architettura,2015,274
22837,Emilia-Romagna,pubblica,femmine,architettura,2016,302
22838,Emilia-Romagna,pubblica,femmine,architettura,2017,332
23199,Toscana,pubblica,maschi,architettura,2008,372
23200,Toscana,pubblica,maschi,architettura,2009,369
23201,Toscana,pubblica,maschi,architettura,2010,337
23202,Toscana,pubblica,maschi,architettura,2011,322
23203,Toscana,pubblica,maschi,architettura,2012,288
23204,Toscana,pubblica,maschi,architettura,2013,138
23205,Toscana,pubblica,maschi,architettura,2014,122
23206,Toscana,pubblica,maschi,architettura,2015,143
23207,Toscana,pubblica,maschi,architettura,2016,148
23208,Toscana,pubblica,maschi,architettura,2017,172
23209,Toscana,pubblica,maschi,architettura,2008,142
23210,Toscana,pubblica,maschi,architettura,2009,137
23211,Toscana,pubblica,maschi,architettura,2010,154
23212,Toscana,pubblica,maschi,architettura,2011,151
23213,Toscana,pubblica,maschi,architettura,2012,136
23214,Toscana,pubblica,maschi,architettura,2013,141
23215,Toscana,pubblica,maschi,architettura,2014,126
23216,Toscana,pubblica,maschi,architettura,2015,119
23217,Toscana,pubblica,maschi,architettura,2016,106
23218,Toscana,pubblica,maschi,architettura,2017,126
23219,Toscana,pubblica,maschi,architettura,2008,514
23220,Toscana,pubblica,maschi,architettura,2009,506
23221,Toscana,pubblica,maschi,architettura,2010,491
23222,Toscana,pubblica,maschi,architettura,2011,473
23223,Toscana,pubblica,maschi,architettura,2012,424
23224,Toscana,pubblica,maschi,architettura,2013,279
23225,Toscana,pubblica,maschi,architettura,2014,248
23226,Toscana,pubblica,maschi,architettura,2015,262
23227,Toscana,pubblica,maschi,architettura,2016,254
23228,Toscana,pubblica,maschi,architettura,2017,298
23229,Toscana,pubblica,femmine,architettura,2008,464
23230,Toscana,pubblica,femmine,architettura,2009,364
23231,Toscana,pubblica,femmine,architettura,2010,304
23232,Toscana,pubblica,femmine,architettura,2011,341
23233,Toscana,pubblica,femmine,architettura,2012,267
23234,Toscana,pubblica,femmine,architettura,2013,149
23235,Toscana,pubblica,femmine,architettura,2014,177
23236,Toscana,pubblica,femmine,architettura,2015,186
23237,Toscana,pubblica,femmine,architettura,2016,189
23238,Toscana,pubblica,femmine,architettura,2017,187
23239,Toscana,pubblica,femmine,architettura,2008,185
23240,Toscana,pubblica,femmine,architettura,2009,179
23241,Toscana,pubblica,femmine,architettura,2010,181
23242,Toscana,pubblica,femmine,architettura,2011,184
23243,Toscana,pubblica,femmine,architettura,2012,203
23244,Toscana,pubblica,femmine,architettura,2013,186
23245,Toscana,pubblica,femmine,architettura,2014,163
23246,Toscana,pubblica,femmine,architettura,2015,180
23247,Toscana,pubblica,femmine,architettura,2016,179
23248,Toscana,pubblica,femmine,architettura,2017,163
23249,Toscana,pubblica,femmine,architettura,2008,649
23250,Toscana,pubblica,femmine,architettura,2009,543
23251,Toscana,pubblica,femmine,architettura,2010,485
23252,Toscana,pubblica,femmine,architettura,2011,525
23253,Toscana,pubblica,femmine,architettura,2012,470
23254,Toscana,pubblica,femmine,architettura,2013,335
23255,Toscana,pubblica,femmine,architettura,2014,340
23256,Toscana,pubblica,femmine,architettura,2015,366
23257,Toscana,pubblica,femmine,architettura,2016,368
23258,Toscana,pubblica,femmine,architettura,2017,350
23379,Umbria,pubblica,maschi,architettura,2008,37
23380,Umbria,pubblica,maschi,architettura,2009,32
23381,Umbria,pubblica,maschi,architettura,2010,29
23382,Umbria,pubblica,maschi,architettura,2011,36
23383,Umbria,pubblica,maschi,architettura,2012,36
23384,Umbria,pubblica,maschi,architettura,2013,27
23385,Umbria,pubblica,maschi,architettura,2014,23
23386,Umbria,pubblica,maschi,architettura,2015,27
23387,Umbria,pubblica,maschi,architettura,2016,15
23388,Umbria,pubblica,maschi,architettura,2017,18
23389,Umbria,pubblica,maschi,architettura,2008,37
23390,Umbria,pubblica,maschi,architettura,2009,32
23391,Umbria,pubblica,maschi,architettura,2010,29
23392,Umbria,pubblica,maschi,architettura,2011,36
23393,Umbria,pubblica,maschi,architettura,2012,36
23394,Umbria,pubblica,maschi,architettura,2013,27
23395,Umbria,pubblica,maschi,architettura,2014,23
23396,Umbria,pubblica,maschi,architettura,2015,27
23397,Umbria,pubblica,maschi,architettura,2016,15
23398,Umbria,pubblica,maschi,architettura,2017,18
23399,Umbria,pubblica,femmine,architettura,2008,36
23400,Umbria,pubblica,femmine,architettura,2009,36
23401,Umbria,pubblica,femmine,architettura,2010,42
23402,Umbria,pubblica,femmine,architettura,2011,43
23403,Umbria,pubblica,femmine,architettura,2012,47
23404,Umbria,pubblica,femmine,architettura,2013,28
23405,Umbria,pubblica,femmine,architettura,2014,28
23406,Umbria,pubblica,femmine,architettura,2015,22
23407,Umbria,pubblica,femmine,architettura,2016,16
23408,Umbria,pubblica,femmine,architettura,2017,20
23409,Umbria,pubblica,femmine,architettura,2008,36
23410,Umbria,pubblica,femmine,architettura,2009,36
23411,Umbria,pubblica,femmine,architettura,2010,42
23412,Umbria,pubblica,femmine,architettura,2011,43
23413,Umbria,pubblica,femmine,architettura,2012,47
23414,Umbria,pubblica,femmine,architettura,2013,28
23415,Umbria,pubblica,femmine,architettura,2014,28
23416,Umbria,pubblica,femmine,architettura,2015,22
23417,Umbria,pubblica,femmine,architettura,2016,16
23418,Umbria,pubblica,femmine,architettura,2017,20
23499,Marche,pubblica,maschi,architettura,2008,221
23500,Marche,pubblica,maschi,architettura,2009,206
23501,Marche,pubblica,maschi,architettura,2010,227
23502,Marche,pubblica,maschi,architettura,2011,231
23503,Marche,pubblica,maschi,architettura,2012,190
23504,Marche,pubblica,maschi,architettura,2013,147
23505,Marche,pubblica,maschi,architettura,2014,122
23506,Marche,pubblica,maschi,architettura,2015,112
23507,Marche,pubblica,maschi,architettura,2016,97
23508,Marche,pubblica,maschi,architettura,2017,94
23509,Marche,pubblica,maschi,architettura,2008,42
23510,Marche,pubblica,maschi,architettura,2009,42
23511,Marche,pubblica,maschi,architettura,2010,43
23512,Marche,pubblica,maschi,architettura,2011,46
23513,Marche,pubblica,maschi,architettura,2012,44
23514,Marche,pubblica,maschi,architettura,2013,13
23515,Marche,pubblica,maschi,architettura,2014,15
23516,Marche,pubblica,maschi,architettura,2015,20
23517,Marche,pubblica,maschi,architettura,2016,15
23518,Marche,pubblica,maschi,architettura,2017,12
23519,Marche,pubblica,maschi,architettura,2008,263
23520,Marche,pubblica,maschi,architettura,2009,248
23521,Marche,pubblica,maschi,architettura,2010,270
23522,Marche,pubblica,maschi,architettura,2011,277
23523,Marche,pubblica,maschi,architettura,2012,234
23524,Marche,pubblica,maschi,architettura,2013,160
23525,Marche,pubblica,maschi,architettura,2014,137
23526,Marche,pubblica,maschi,architettura,2015,132
23527,Marche,pubblica,maschi,architettura,2016,112
23528,Marche,pubblica,maschi,architettura,2017,106
23529,Marche,pubblica,femmine,architettura,2008,247
23530,Marche,pubblica,femmine,architettura,2009,213
23531,Marche,pubblica,femmine,architettura,2010,202
23532,Marche,pubblica,femmine,architettura,2011,172
23533,Marche,pubblica,femmine,architettura,2012,169
23534,Marche,pubblica,femmine,architettura,2013,138
23535,Marche,pubblica,femmine,architettura,2014,106
23536,Marche,pubblica,femmine,architettura,2015,91
23537,Marche,pubblica,femmine,architettura,2016,87
23538,Marche,pubblica,femmine,architettura,2017,100
23539,Marche,pubblica,femmine,architettura,2008,64
23540,Marche,pubblica,femmine,architettura,2009,51
23541,Marche,pubblica,femmine,architettura,2010,54
23542,Marche,pubblica,femmine,architettura,2011,52
23543,Marche,pubblica,femmine,architettura,2012,46
23544,Marche,pubblica,femmine,architettura,2013,29
23545,Marche,pubblica,femmine,architettura,2014,20
23546,Marche,pubblica,femmine,architettura,2015,43
23547,Marche,pubblica,femmine,architettura,2016,21
23548,Marche,pubblica,femmine,architettura,2017,21
23549,Marche,pubblica,femmine,architettura,2008,311
23550,Marche,pubblica,femmine,architettura,2009,264
23551,Marche,pubblica,femmine,architettura,2010,256
23552,Marche,pubblica,femmine,architettura,2011,224
23553,Marche,pubblica,femmine,architettura,2012,215
23554,Marche,pubblica,femmine,architettura,2013,167
23555,Marche,pubblica,femmine,architettura,2014,126
23556,Marche,pubblica,femmine,architettura,2015,134
23557,Marche,pubblica,femmine,architettura,2016,108
23558,Marche,pubblica,femmine,architettura,2017,121
23679,Lazio,pubblica,maschi,architettura,2008,720
23680,Lazio,pubblica,maschi,architettura,2009,479
23681,Lazio,pubblica,maschi,architettura,2010,481
23682,Lazio,pubblica,maschi,architettura,2011,448
23683,Lazio,pubblica,maschi,architettura,2012,300
23684,Lazio,pubblica,maschi,architettura,2013,274
23685,Lazio,pubblica,maschi,architettura,2014,235
23686,Lazio,pubblica,maschi,architettura,2015,213
23687,Lazio,pubblica,maschi,architettura,2016,285
23688,Lazio,pubblica,maschi,architettura,2017,288
23689,Lazio,pubblica,maschi,architettura,2008,337
23690,Lazio,pubblica,maschi,architettura,2009,283
23691,Lazio,pubblica,maschi,architettura,2010,260
23692,Lazio,pubblica,maschi,architettura,2011,254
23693,Lazio,pubblica,maschi,architettura,2012,207
23694,Lazio,pubblica,maschi,architettura,2013,217
23695,Lazio,pubblica,maschi,architettura,2014,189
23696,Lazio,pubblica,maschi,architettura,2015,170
23697,Lazio,pubblica,maschi,architettura,2016,187
23698,Lazio,pubblica,maschi,architettura,2017,144
23699,Lazio,pubblica,maschi,architettura,2008,1057
23700,Lazio,pubblica,maschi,architettura,2009,762
23701,Lazio,pubblica,maschi,architettura,2010,741
23702,Lazio,pubblica,maschi,architettura,2011,702
23703,Lazio,pubblica,maschi,architettura,2012,507
23704,Lazio,pubblica,maschi,architettura,2013,491
23705,Lazio,pubblica,maschi,architettura,2014,424
23706,Lazio,pubblica,maschi,architettura,2015,383
23707,Lazio,pubblica,maschi,architettura,2016,472
23708,Lazio,pubblica,maschi,architettura,2017,432
23709,Lazio,pubblica,femmine,architettura,2008,848
23710,Lazio,pubblica,femmine,architettura,2009,549
23711,Lazio,pubblica,femmine,architettura,2010,550
23712,Lazio,pubblica,femmine,architettura,2011,510
23713,Lazio,pubblica,femmine,architettura,2012,304
23714,Lazio,pubblica,femmine,architettura,2013,286
23715,Lazio,pubblica,femmine,architettura,2014,271
23716,Lazio,pubblica,femmine,architettura,2015,329
23717,Lazio,pubblica,femmine,architettura,2016,304
23718,Lazio,pubblica,femmine,architettura,2017,326
23719,Lazio,pubblica,femmine,architettura,2008,435
23720,Lazio,pubblica,femmine,architettura,2009,373
23721,Lazio,pubblica,femmine,architettura,2010,353
23722,Lazio,pubblica,femmine,architettura,2011,353
23723,Lazio,pubblica,femmine,architettura,2012,291
23724,Lazio,pubblica,femmine,architettura,2013,223
